Institution,Discipline,Last,First,City,Gender,Region,Macro
Politecnico di MILANO,ING-INF,MORZENTI,Angelo Carlo,Milano,M,Lombardia,Nord
BERGAMO,IUS,MORZENTIPELLEGRINI,Remo,Bergamo,M,Lombardia,Nord
BARI,MED,MOSCA,Adriana,Bari,F,Puglia,Sud
CATANIA,MED,MOSCA,Francesco Luigi,Catania,M,Sicilia,Sicilia
CHIETI-PESCARA,MAT,MOSCA,Raffaele,Chieti,M,Abruzzo,Sud
FIRENZE,ING-INF,MOSCA,Edoardo,Firenze,M,Toscana,Centro
GENOVA,ING-IND,MOSCA,Roberto,Genova,M,Liguria,Nord
Libera Universit’¾ di BOLZANO,INF,MOSCA,Alessandro,Bolzano,M,Trentino-Alto-Adige,Nord
MILANO,BIO,MOSCA,Andrea,Milano,M,Lombardia,Nord
MILANO,MED,MOSCA,Fabio,Milano,M,Lombardia,Nord
MODENA e REGGIO EMILIA,MED,MOSCA,Donatella,Modena,F,Emilia-Romagna,Nord
"NAPOLI \Federico II\\\\\""""",SPS,MOSCA,Liliana,Napoli,F,Campania,Sud
"NAPOLI \Federico II\\\\\""""",SECS-P,MOSCA,Michele,Napoli,M,Campania,Sud
PADOVA,AGR,MOSCA,Giuliano,Padova,M,Veneto,Nord
PALERMO,ING-INF,MOSCA,Mauro,Palermo,M,Sicilia,Sicilia
PISA,MED,MOSCA,Franco,Pisa,M,Toscana,Centro
PISA,MED,MOSCA,Marta,Pisa,F,Toscana,Centro
"ROMA \La Sapienza\\\\\""""",BIO,MOSCA,Luciana,Roma,F,Lazio,Centro
ROMA TRE,SPS,MOSCA,Lorenzo,Roma,M,Lazio,Centro
SALENTO,SECS-P,MOSCA,Manuela,Lecce,F,Puglia,Sud
TORINO,SECS-P,MOSCA,Fabrizio,Torino,M,Piemonte,Nord
TORINO,L-LIN,MOSCA,Mariangela,Torino,F,Piemonte,Nord
SIENA,M-STO,MOSCADELLI,Stefano,Siena,M,Toscana,Centro
FIRENZE,L-FIL-LET,MOSCADI,Alessandro,Firenze,M,Toscana,Centro
CHIETI-PESCARA,INF,MOSCARDELLI,Luca,Chieti,M,Abruzzo,Sud
BOLOGNA,FIS,MOSCARDINI,Lauro,Bologna,M,Emilia-Romagna,Nord
MODENA e REGGIO EMILIA,SECS-P,MOSCARDINO,Marco,Modena,M,Emilia-Romagna,Nord
PADOVA,M-PSI,MOSCARDINO,Ughetta Micaela Maria,Padova,F,Veneto,Nord
FIRENZE,MED,MOSCARELLA,Stefania,Firenze,F,Toscana,Centro
"NAPOLI \Federico II\\\\\""""",MAT,MOSCARIELLO,Gioconda,Napoli,F,Campania,Sud
Seconda Univ. NAPOLI,SECS-P,MOSCARIELLO,Nicola,Napoli,M,Campania,Sud
"LUISS \Guido Carli\\ - ROMA\\\""""",IUS,MOSCARINI,Paolo,Roma,M,Lazio,Centro
"ROMA \La Sapienza\\\\\""""",SECS-P,MOSCARINI,Flaviano,Roma,M,Lazio,Centro
"ROMA \La Sapienza\\\\\""""",INF,MOSCARINI,Marina,Roma,F,Lazio,Centro
"ROMA \La Sapienza\\\\\""""",MED,MOSCARINI,Massimo,Roma,M,Lazio,Centro
TUSCIA,IUS,MOSCARINI,Anna,Viterbo,F,Lazio,Centro
BOLOGNA,M-PSI,MOSCATELLI,Silvia,Bologna,F,Emilia-Romagna,Nord
MACERATA,L-ANT,MOSCATELLI,Umberto,Macerata,M,Marche,Centro
MILANO,BIO,MOSCATELLI,Alessandra,Milano,F,Lombardia,Nord
Politecnico di MILANO,ING-IND,MOSCATELLI,Davide,Milano,M,Lombardia,Nord
TUSCIA,AGR,MOSCATELLI,Maria Cristina,Viterbo,F,Lazio,Centro
MACERATA,L-ANT,MOSCATI,Luisa,Macerata,F,Marche,Centro
"ROMA \La Sapienza\\\\\""""",IUS,MOSCATI,Laura,Roma,F,Lazio,Centro
ROMA TRE,IUS,MOSCATI,Enrico,Roma,M,Lazio,Centro
BOLOGNA,M-PED,MOSCATO,Maria Teresa,Bologna,F,Emilia-Romagna,Nord
Cattolica del Sacro Cuore,MED,MOSCATO,Umberto,Milano,M,Lombardia,Nord
MILANO-BICOCCA,INF,MOSCATO,Ugo Emanuele,Milano,M,Lombardia,Nord
"NAPOLI \Federico II\\\\\""""",ING-INF,MOSCATO,Vincenzo,Napoli,M,Campania,Sud
PISA,BIO,MOSCATO,Stefania,Pisa,F,Toscana,Centro
Seconda Univ. NAPOLI,ING-INF,MOSCATO,Francesco,Napoli,M,Campania,Sud
CATANIA,ICAR,MOSCHELLA,Angela,Catania,F,Sicilia,Sicilia
INSUBRIA,FIS,MOSCHELLA,Ugo,Varese,M,Lombardia,Nord
MESSINA,IUS,MOSCHELLA,Giovanni,Messina,M,Sicilia,Sicilia
PALERMO,MED,MOSCHELLA,Francesco,Palermo,M,Sicilia,Sicilia
"ROMA \La Sapienza\\\\\""""",MED,MOSCHELLA,Cosima Maria,Roma,F,Lazio,Centro
TERAMO,IUS,MOSCHELLA,Mario,Teramo,M,Abruzzo,Sud
TRENTO,MAT,MOSCHEN,Maria Pia,Trento,F,Trentino-Alto-Adige,Nord
MILANO,BIO,MOSCHENI,Claudia,Milano,F,Lombardia,Nord
MESSINA,M-STO,MOSCHEO,Rosario,Messina,M,Sicilia,Sicilia
Parthenope di NAPOLI,SECS-P,MOSCHERA,Luigi,Napoli,M,Campania,Sud
"ROMA \Tor Vergata\\\\\""""",MED,MOSCHESE,Viviana,Roma,F,Lazio,Centro
BARI,MED,MOSCHETTA,Antonio,Bari,M,Puglia,Sud
"ROMA \La Sapienza\\\\\""""",MED,MOSCHETTA,Alfredo,Roma,M,Lazio,Centro
CATANIA,MAT,MOSCHETTI,Gaetano Salvatore,Catania,M,Sicilia,Sicilia
PALERMO,AGR,MOSCHETTI,Giancarlo,Palermo,M,Sicilia,Sicilia
Parthenope di NAPOLI,IUS,MOSCHETTI,Cesare Maria,Napoli,M,Campania,Sud
Cattolica del Sacro Cuore,AGR,MOSCHINI,Maurizio,Milano,M,Lombardia,Nord
FIRENZE,L-LIN,MOSCHINI,Ilaria,Firenze,F,Toscana,Centro
PADOVA,FIS,MOSCHINI,Giuliano,Padova,M,Veneto,Nord
PERUGIA,M-FIL,MOSCHINI,Marco,Perugia,M,Umbria,Centro
PISA,BIO,MOSCHINI,Roberta,Pisa,F,Toscana,Centro
Politecnico di BARI,ICAR,MOSCHINI,Francesco,Bari,M,Puglia,Sud
"ROMA \La Sapienza\\\\\""""",MAT,MOSCHINI,Luisa,Roma,F,Lazio,Centro
Politecnico di MILANO,ING-IND,MOSCHIONI,Giovanni,Milano,M,Lombardia,Nord
PERUGIA,ING-INF,MOSCHITTA,Antonio,Perugia,M,Umbria,Centro
TRENTO,ING-INF,MOSCHITTI,Alessandro,Trento,M,Trentino-Alto-Adige,Nord
PERUGIA,VET,MOSCI,Paolo,Perugia,M,Umbria,Centro
"URBINO \Carlo BO\\\\\""""",L-LIN,MOSCI,Gastone,Urbino,M,Marche,Centro
"LUISS \Guido Carli\\ - ROMA\\\""""",IUS,MOSCO,Gian Domenico,Roma,M,Lazio,Centro
"ROMA \La Sapienza\\\\\""""",L-ANT,MOSCOLONI,Maurizio,Roma,M,Lazio,Centro
"ROMA \Tor Vergata\\\\\""""",CHIM,MOSCONEDINIA,Danila Palma,Roma,F,Lazio,Centro
CAMERINO,BIO,MOSCONI,Gilberto,Camerino,M,Marche,Centro
Cattolica del Sacro Cuore,L-ART,MOSCONI,Elena,Milano,F,Lombardia,Nord
FIRENZE,FIS,MOSCONI,Bruno,Firenze,M,Toscana,Centro
PADOVA,SPS,MOSCONI,Giuseppe,Padova,M,Veneto,Nord
PARMA,SECS-P,MOSCONI,Franco,Parma,M,Emilia-Romagna,Nord
PAVIA,IUS,MOSCONI,Franco,Pavia,M,Lombardia,Nord
PAVIA,ING-INF,MOSCONI,Mauro,Pavia,M,Lombardia,Nord
Politecnico di MILANO,SECS-P,MOSCONI,Rocco,Milano,M,Lombardia,Nord
TUSCIA,SECS-P,MOSCONI,Enrico Maria,Viterbo,M,Lazio,Centro
SIENA,MAT,MOSCUCCI,Manuela,Siena,F,Toscana,Centro
"NAPOLI \Federico II\\\\\""""",MED,MOSELLA,Guido,Napoli,M,Campania,Sud
Politecnico di MILANO,MAT,MOSENEDERFRAJRIA,Pierluigi,Milano,M,Lombardia,Nord
TUSCIA,BIO,MOSESSO,Pasquale,Viterbo,M,Lazio,Centro
TRIESTE,ING-IND,MOSETTI,Giovanni,Trieste,M,Friuli-Venezia-Giulia,Nord
"ROMA \La Sapienza\\\\\""""",CHIM,MOSINI,Valeria,Roma,F,Lazio,Centro
Politecnico di BARI,ING-IND,MOSSA,Giorgio,Bari,M,Puglia,Sud
Politecnico di BARI,ICAR,MOSSA,Michele,Bari,M,Puglia,Sud
"ROMA \La Sapienza\\\\\""""",MED,MOSSA,Bruno,Roma,M,Lazio,Centro
FIRENZE,MED,MOSSELLO,Enrico,Firenze,M,Toscana,Centro
TORINO,L-LIN,MOSSETTO,Anna Paola,Torino,F,Piemonte,Nord
TORINO,AGR,MOSSO,Angela,Torino,F,Piemonte,Nord
TORINO,M-PSI,MOSSO,Cristina Onesta,Torino,F,Piemonte,Nord
Scuola Normale Superiore di PISA,L-FIL-LET,MOSTW.,Glenn,Pisa,M,Toscana,Centro
BOLOGNA,ING-IND,MOSTACCI,Domiziano,Bologna,M,Emilia-Romagna,Nord
"ROMA \La Sapienza\\\\\""""",FIS,MOSTACCI,Andrea,Roma,M,Lazio,Centro
MESSINA,SPS,MOSTACCIO,Fabio,Messina,M,Sicilia,Sicilia
PADOVA,BIO,MOSTACCIUOLO,Maria Luisa,Padova,F,Veneto,Nord
TORINO,MED,MOSTERT,Michael,Torino,M,Piemonte,Nord
FERRARA,L-ANT,MOTAFIGUEIRA,Luiz,Ferrara,M,Emilia-Romagna,Nord
PALERMO,AGR,MOTISI,Antonio,Palermo,M,Sicilia,Sicilia
Cattolica del Sacro Cuore,SECS-P,MOTOLESE,Maurizio,Milano,M,Lombardia,Nord
"ROMA \La Sapienza\\\\\""""",L-FIL-LET,MOTOLESE,Matteo,Roma,M,Lazio,Centro
SIENA,MED,MOTOLESE,Edoardo,Siena,M,Toscana,Centro
BOLOGNA,ING-IND,MOTORI,Antonio,Bologna,M,Emilia-Romagna,Nord
BRESCIA,MED,MOTTA,Paolo Carlo,Brescia,M,Lombardia,Nord
CATANIA,ICAR,MOTTA,Ernesto Mario,Catania,M,Sicilia,Sicilia
CATANIA,MED,MOTTA,Mario Salvatore,Catania,M,Sicilia,Sicilia
CATANIA,MED,MOTTA,Massimo,Catania,M,Sicilia,Sicilia
CATANIA,SPS,MOTTA,Riccardo,Catania,M,Sicilia,Sicilia
CATANIA,BIO,MOTTA,Salvatore,Catania,M,Sicilia,Sicilia
CATANIA,MAT,MOTTA,Santo,Catania,M,Sicilia,Sicilia
Cattolica del Sacro Cuore,M-STO,MOTTA,Giuseppe,Milano,M,Lombardia,Nord
Cattolica del Sacro Cuore,L-FIL-LET,MOTTA,Uberto,Milano,M,Lombardia,Nord
MILANO,BIO,MOTTA,Marcella,Milano,F,Lombardia,Nord
MILANO,MED,MOTTA,Stefania,Milano,F,Lombardia,Nord
"NAPOLI \Federico II\\\\\""""",BIO,MOTTA,Chiara Maria,Napoli,F,Campania,Sud
"NAPOLI \Federico II\\\\\""""",MED,MOTTA,Sergio,Napoli,M,Campania,Sud
PADOVA,MAT,MOTTA,Monica,Padova,F,Veneto,Nord
PADOVA,MED,MOTTA,Raffaella,Padova,F,Veneto,Nord
PALERMO,L-ANT,MOTTA,Daniela,Palermo,F,Sicilia,Sicilia
PAVIA,ING-INF,MOTTA,Gianmario Piero,Pavia,M,Lombardia,Nord
PISA,L-LIN,MOTTA,Filippo,Pisa,M,Toscana,Centro
Politecnico di MILANO,ING-IND,MOTTA,Mario,Milano,M,Lombardia,Nord
Politecnico di TORINO,ICAR,MOTTA,Giancarlo,Torino,M,Piemonte,Nord
"ROMA \La Sapienza\\\\\""""",M-STO,MOTTA,Giuseppe,Roma,M,Lazio,Centro
SALERNO,CHIM,MOTTA,Oriana,Salerno,F,Campania,Sud
Seconda Univ. NAPOLI,MED,MOTTA,Gaetano,Napoli,M,Campania,Sud
TORINO,M-STO,MOTTA,Franco,Torino,M,Piemonte,Nord
TORINO,SECS-P,MOTTA,Gregorio Paolo,Torino,M,Piemonte,Nord
TORINO,GEO,MOTTA,Luigi,Torino,M,Piemonte,Nord
TORINO,GEO,MOTTA,Michele,Torino,M,Piemonte,Nord
TORINO,AGR,MOTTA,Renzo,Torino,M,Piemonte,Nord
TRENTO,ING-IND,MOTTA,Antonella,Trento,F,Trentino-Alto-Adige,Nord
MILANO-BICOCCA,M-PED,MOTTANA,Paolo,Milano,M,Lombardia,Nord
ROMA TRE,GEO,MOTTANA,Annibale,Roma,M,Lazio,Centro
S. Raffaele MILANO,M-FIL,MOTTERLINI,Matteo Mario Pietro,Milano,M,Lombardia,Nord
VERONA,BIO,MOTTES,Monica,Verona,F,Veneto,Nord
FOGGIA,IUS,MOTTI,Cinzia,Foggia,F,Puglia,Sud
MILANO,MED,MOTTI,Enrico,Milano,M,Lombardia,Nord
"NAPOLI \Federico II\\\\\""""",BIO,MOTTI,Riccardo,Napoli,M,Campania,Sud
PARMA,CHIM,MOTTI,Elena,Parma,F,Emilia-Romagna,Nord
Parthenope di NAPOLI,BIO,MOTTI,Maria Letizia,Napoli,F,Campania,Sud
FIRENZE,MED,MOTTOLA,Antonio,Firenze,M,Toscana,Centro
"NAPOLI \Federico II\\\\\""""",BIO,MOTTOLA,Giovanna,Napoli,F,Campania,Sud
Seconda Univ. NAPOLI,M-STO,MOTTOLA,Francesco,Napoli,M,Campania,Sud
Bocconi MILANO,SECS-P,MOTTURA,Paolo Maria,Milano,M,Lombardia,Nord
MILANO,L-OR,MOTTURA,Bettina Marta Rosa,Milano,F,Lombardia,Nord
ROMA TRE,SECS-S,MOTTURA,Carlo Domenico,Roma,M,Lazio,Centro
TORINO,BIO,MOTTURA,Alberto,Torino,M,Piemonte,Nord
UDINE,ING-IND,MOTYL,Barbara,Udine,F,Friuli-Venezia-Giulia,Nord
SASSARI,AGR,MOTZO,Rosella,Sassari,F,Sardegna,Sardegna
CAGLIARI,L-LIN,MOYSICH,Helmut Erich,Cagliari,M,Sardegna,Sardegna
MODENA e REGGIO EMILIA,FIS,MOZE,Oscar,Modena,M,Emilia-Romagna,Nord
PADOVA,MED,MOZZANEGA,Bruno,Padova,M,Veneto,Nord
PARMA,BIO,MOZZARELLI,Andrea,Parma,M,Emilia-Romagna,Nord
MILANO,MED,MOZZI,Enrico Stefano Maria,Milano,M,Lombardia,Nord
PADOVA,GEO,MOZZI,Paolo,Padova,M,Veneto,Nord
PERUGIA,BIO,MOZZI,Rita,Perugia,F,Umbria,Centro
PADOVA,CHIM,MOZZON,Mirto,Padova,M,Veneto,Nord
Politecnica delle MARCHE,AGR,MOZZON,Massimo,Ancona,M,Marche,Centro
PARMA,M-GGR,MOZZONI,Isabella,Parma,F,Emilia-Romagna,Nord
PARMA,AGR,MUCCHETTI,Germano,Parma,M,Emilia-Romagna,Nord
FIRENZE,ING-INF,MUCCHI,Lorenzo,Firenze,M,Toscana,Centro
PARMA,CHIM,MUCCHINO,Claudio,Parma,M,Emilia-Romagna,Nord
CHIETI-PESCARA,L-LIN,MUCCI,Clara,Chieti,F,Abruzzo,Sud
MODENA e REGGIO EMILIA,CHIM,MUCCI,Adele,Modena,F,Emilia-Romagna,Nord
PARMA,MAT,MUCCI,Domenico,Parma,M,Emilia-Romagna,Nord
"ROMA \Tor Vergata\\\\\""""",IUS,MUCCI,Federica,Roma,F,Lazio,Centro
Seconda Univ. NAPOLI,MED,MUCCI,Armida,Napoli,F,Campania,Sud
CHIETI-PESCARA,L-LIN,MUCCIANTE,Luisa,Chieti,F,Abruzzo,Sud
L AQUILA,CHIM,MUCCIANTE,Vittoria,Aquila,F,Abruzzo,Sud
MESSINA,SECS-S,MUCCIARDI,Massimo,Messina,M,Sicilia,Sicilia
BASILICATA,GEO,MUCCIARELLI,Marco,Potenza,M,Basilicata,Sud
Bocconi MILANO,IUS,MUCCIARELLI,Francesco,Milano,M,Lombardia,Nord
MILANO-BICOCCA,IUS,MUCCIARELLI,Guido Paolo,Milano,M,Lombardia,Nord
MODENA e REGGIO EMILIA,IUS,MUCCIARELLI,Federico Maria,Modena,M,Emilia-Romagna,Nord
SIENA,M-STO,MUCCIARELLI,Roberta,Siena,F,Toscana,Centro
TORINO,BIO,MUCCIARELLI,Marco,Torino,M,Piemonte,Nord
SIENA,BIO,MUCCIFORA,Simonetta,Siena,F,Toscana,Centro
"ROMA \La Sapienza\\\\\""""",M-FIL,MUCCILLO,Maria,Roma,F,Lazio,Centro
L AQUILA,INF,MUCCINI,Henry,Aquila,M,Abruzzo,Sud
BOLOGNA,L-ANT,MUCCIOLI,Federicomaria,Bologna,M,Emilia-Romagna,Nord
"ROMA \Tor Vergata\\\\\""""",IUS,MUCCIOLI,Nicoletta,Roma,F,Lazio,Centro
TORINO,BIO,MUCCIOLI,Giampiero,Torino,M,Piemonte,Nord
BOLOGNA,ICAR,MUCELLI,Elena,Bologna,F,Emilia-Romagna,Nord
Politecnica delle MARCHE,SECS-P,MUCELLI,Attilio,Ancona,M,Marche,Centro
Universit’¾ IUAV di VENEZIA,ICAR,MUCELLI,Giovanni,Venezia,M,Veneto,Nord
BARI,FIS,MUCIACCIA,Teresa Maria,Bari,F,Puglia,Sud
TRIESTE,IUS,MUCIACCIA,Giancarlo,Trieste,M,Friuli-Venezia-Giulia,Nord
PADOVA,BIO,MUCIGNAT,Carla,Padova,F,Veneto,Nord
CHIETI-PESCARA,MED,MUCILLI,Felice,Chieti,M,Abruzzo,Sud
PALERMO,BIO,MUDO,Giuseppa,Palermo,F,Sicilia,Sicilia
"NAPOLI \Federico II\\\\\""""",FIS,MUECK,Wolfgang,Napoli,M,Campania,Sud
TRENTO,CHIM,MUELLER,Klaus Josef,Trento,M,Trentino-Alto-Adige,Nord
PADOVA,ING-IND,MUFFATTO,Moreno,Padova,M,Veneto,Nord
TUSCIA,AGR,MUGANU,Massimo,Viterbo,M,Lazio,Centro
PISA,L-FIL-LET,MUGELLESI,Rossana,Pisa,F,Toscana,Centro
FIRENZE,BIO,MUGELLI,Alessandro,Firenze,M,Toscana,Centro
FIRENZE,MAT,MUGELLI,Francesco,Firenze,M,Toscana,Centro
PAVIA,MED,MUGELLINI,Amedeo,Pavia,M,Lombardia,Nord
PALERMO,SECS-S,MUGGEO,Vito Michele Rosario,Palermo,M,Sicilia,Sicilia
"ROMA \La Sapienza\\\\\""""",MED,MUGGIA,Andreina,Roma,F,Lazio,Centro
BOLOGNA,MAT,MUGHETTI,Marco,Bologna,M,Emilia-Romagna,Nord
CATANIA,MED,MUGHINI,Maria Teresa,Catania,F,Sicilia,Sicilia
SALERNO,L-ANT,MUGIONE,Eliana,Salerno,F,Campania,Sud
della CALABRIA,MAT,MUGLIA,Luigi,Arcavacata,M,Calabria,Sud
MESSINA,VET,MUGLIA,Ugo,Messina,M,Sicilia,Sicilia
FIRENZE,MED,MUGNAI,Gabriele,Firenze,M,Toscana,Centro
FIRENZE,AGR,MUGNAI,Laura,Firenze,F,Toscana,Centro
FIRENZE,AGR,MUGNAI,Sergio,Firenze,M,Toscana,Centro
PERUGIA,MAT,MUGNAI,Dimitri,Perugia,M,Umbria,Centro
"ROMA \La Sapienza\\\\\""""",M-FIL,MUGNAI,Paolo Francesco,Roma,M,Lazio,Centro
Scuola Normale Superiore di PISA,M-FIL,MUGNAI,Massimo,Pisa,M,Toscana,Centro
PAVIA,SPS,MUGNAINI,Marco,Pavia,M,Lombardia,Nord
SIENA,CHIM,MUGNAINI,Claudia,Siena,F,Toscana,Centro
SIENA,M-DEA,MUGNAINI,Fabio,Siena,M,Toscana,Centro
SIENA,ING-INF,MUGNAINI,Marco,Siena,M,Toscana,Centro
MILANO-BICOCCA,SPS,MUGNANO,Silvia,Milano,F,Lombardia,Nord
BARI,L-LIN,MUGNOLO,Domenico,Bari,M,Puglia,Sud
BRESCIA,MED,MUIESAN,Maria Lorenza,Brescia,F,Lombardia,Nord
CAGLIARI,FIS,MULA,Gianni,Cagliari,M,Sardegna,Sardegna
CAGLIARI,FIS,MULA,Guido,Cagliari,M,Sardegna,Sardegna
"NAPOLI \Federico II\\\\\""""",IUS,MULA,Alberto,Napoli,M,Campania,Sud
BOLOGNA,GEO,MULARGIA,Francesco,Bologna,M,Emilia-Romagna,Nord
PALERMO,MED,MULARO,Antonino,Palermo,M,Sicilia,Sicilia
CAGLIARI,BIO,MULAS,Bonaria,Cagliari,F,Sardegna,Sardegna
Politecnico di MILANO,ICAR,MULAS,Maria Gabriella,Milano,F,Lombardia,Nord
SASSARI,L-LIN,MULAS,Francesco Gesuino,Sassari,M,Sardegna,Sardegna
SASSARI,CHIM,MULAS,Gabriele Raimondo Celestino Ettore,Sassari,M,Sardegna,Sardegna
SASSARI,MED,MULAS,Maria,Sassari,F,Sardegna,Sardegna
SASSARI,AGR,MULAS,Maurizio,Sassari,M,Sardegna,Sardegna
TORINO,MED,MULATERO,Paolo,Torino,M,Piemonte,Nord
PADOVA,M-PSI,MULATTI,Claudio,Padova,M,Veneto,Nord
BOLOGNA,MAT,MULAZZANI,Michele,Bologna,M,Emilia-Romagna,Nord
FERRARA,ICAR,MULAZZANI,Marco,Ferrara,M,Emilia-Romagna,Nord
MILANO,FIS,MULAZZI,Evelina,Milano,F,Lombardia,Nord
BOLOGNA,SPS,MULE,Rosa,Bologna,F,Emilia-Romagna,Nord
CATANIA,M-PED,MULE,Paolina,Catania,F,Sicilia,Sicilia
PALERMO,BIO,MULE,Flavia Rita,Palermo,F,Sicilia,Sicilia
PALERMO,IUS,MULE,Francesco Paolo,Palermo,M,Sicilia,Sicilia
PALERMO,MED,MULE,Giuseppe,Palermo,M,Sicilia,Sicilia
UKE - Universit’¾ Kore di ENNA,SPS,MULE,Giacomo,Enna,M,Sicilia,Sicilia
della CALABRIA,IUS,MULEO,Salvatore,Arcavacata,M,Calabria,Sud
TUSCIA,AGR,MULEO,Rosario,Viterbo,M,Lazio,Centro
Bocconi MILANO,SECS-S,MULIERE,Pietro,Milano,M,Lombardia,Nord
BOLOGNA,L-LIN,MULINACCI,Roberto,Bologna,M,Emilia-Romagna,Nord
BOLOGNA,SECS-S,MULINACCI,Sabrina,Bologna,F,Emilia-Romagna,Nord
FIRENZE,CHIM,MULINACCI,Nadia,Firenze,F,Toscana,Centro
L AQUILA,SECS-P,MULINO,Marcella,Aquila,F,Abruzzo,Sud
Cattolica del Sacro Cuore,M-FIL,MULLER,Paola Anna Maria,Milano,F,Lombardia,Nord
"URBINO \Carlo BO\\\\\""""",L-LIN,MULLINI,Roberta,Urbino,F,Marche,Centro
CATANIA,MAT,MULONE,Giuseppe,Catania,M,Sicilia,Sicilia
"ROMA \Tor Vergata\\\\\""""",ING-IND,MULONE,Vincenzo,Roma,M,Lazio,Centro
CAGLIARI,MED,MULTINEDDU,Rosalba,Cagliari,F,Sardegna,Sardegna
Politecnico di BARI,ING-IND,MUMMOLO,Giovanni,Bari,M,Puglia,Sud
TRIESTE,ING-INF,MUMOLO,Enzo,Trieste,M,Friuli-Venezia-Giulia,Nord
Politecnica delle MARCHE,ICAR,MUNAFO,Placido,Ancona,M,Marche,Centro
Politecnico di TORINO,ING-INF,MUNAFO,Maurizio Matteo,Torino,M,Piemonte,Nord
BOLOGNA,CHIM,MUNARI,Andrea,Bologna,M,Emilia-Romagna,Nord
BOLOGNA,ING-IND,MUNARI,Federico,Bologna,M,Emilia-Romagna,Nord
GENOVA,IUS,MUNARI,Francesco,Genova,M,Liguria,Nord
PARMA,SECS-P,MUNARI,Luciano Maria Giuseppe,Parma,M,Emilia-Romagna,Nord
Universit’¾ IUAV di VENEZIA,ICAR,MUNARIN,Stefano,Venezia,M,Veneto,Nord
Politecnico di MILANO,MAT,MUNARINI,Emanuele,Milano,M,Lombardia,Nord
Ca Foscari VENEZIA,L-LIN,MUNARO,Nicola,Venezia,M,Veneto,Nord
TORINO,BIO,MUNARON,Luca Maria,Torino,M,Piemonte,Nord
FIRENZE,MAT,MUNDICI,Daniele,Firenze,M,Toscana,Centro
della CALABRIA,ING-IND,MUNDO,Domenico,Arcavacata,M,Calabria,Sud
CAGLIARI,SECS-P,MUNDULA,Luigi,Cagliari,M,Sardegna,Sardegna
BRESCIA,MED,MUNERETTO,Claudio,Brescia,M,Lombardia,Nord
BARI,MAT,MUNI,Giuseppe,Bari,M,Puglia,Sud
FIRENZE,CHIM,MUNIZ-MIRANDA,Maurizio,Firenze,M,Toscana,Centro
BARI,MED,MUNNO,Irene,Bari,F,Puglia,Sud
TORINO,M-PSI,MUNNO,Donato,Torino,M,Piemonte,Nord
CATANIA,L-LIN,MUNOZMEDRANO,Maria Candida,Catania,F,Sicilia,Sicilia
UDINE,ING-IND,MUNTEANU,Mircea Gheorghe,Udine,M,Friuli-Venezia-Giulia,Nord
CAGLIARI,ICAR,MUNTONI,Aldo,Cagliari,M,Sardegna,Sardegna
CAGLIARI,MED,MUNTONI,Sandro,Cagliari,M,Sardegna,Sardegna
"ROMA \La Sapienza\\\\\""""",ICAR,MUNTONI,Alessandra,Roma,F,Lazio,Centro
L Orientale di NAPOLI,L-FIL-LET,MUNZI,Luigi,Napoli,M,Campania,Sud
BOLOGNA,ING-IND,MURA,Matteo,Bologna,M,Emilia-Romagna,Nord
BRESCIA,IUS,MURA,Loredana,Brescia,F,Lombardia,Nord
CAGLIARI,SECS-P,MURA,Alessandro,Cagliari,M,Sardegna,Sardegna
CAGLIARI,L-FIL-LET,MURA,Anna,Cagliari,F,Sardegna,Sardegna
CAGLIARI,M-PED,MURA,Antonello,Cagliari,M,Sardegna,Sardegna
CAGLIARI,FIS,MURA,Antonio Andrea,Cagliari,M,Sardegna,Sardegna
CAGLIARI,ING-IND,MURA,Giampaolo,Cagliari,M,Sardegna,Sardegna
CAGLIARI,ICAR,MURA,Igino,Cagliari,M,Sardegna,Sardegna
CAGLIARI,BIO,MURA,Marco Tullio,Cagliari,M,Sardegna,Sardegna
CAGLIARI,M-PSI,MURA,Marina,Cagliari,F,Sardegna,Sardegna
CAGLIARI,ING-IND,MURA,Paolo Giuseppe,Cagliari,M,Sardegna,Sardegna
CAGLIARI,ING-IND,MURA,Salvatore,Cagliari,M,Sardegna,Sardegna
FIRENZE,CHIM,MURA,Paola Angela,Firenze,F,Toscana,Centro
PADOVA,L-FIL-LET,MURA,Paola,Padova,F,Veneto,Nord
PISA,BIO,MURA,Umberto,Pisa,M,Toscana,Centro
Politecnica delle MARCHE,IUS,MURA,Alberto,Ancona,M,Marche,Centro
SASSARI,M-FIL,MURA,Alberto Mario,Sassari,M,Sardegna,Sardegna
SASSARI,MED,MURA,Antonica,Sassari,F,Sardegna,Sardegna
SASSARI,MED,MURA,Ida Iolanda,Sassari,F,Sardegna,Sardegna
SASSARI,AGR,MURA,Maria Consuelo,Sassari,F,Sardegna,Sardegna
SASSARI,MED,MURA,Maria Stella Anna,Sassari,F,Sardegna,Sardegna
SASSARI,SPS,MURA,Virgilio Federico,Sassari,M,Sardegna,Sardegna
BRESCIA,ICAR,MURACA,Alessandro,Brescia,M,Lombardia,Nord
della CALABRIA,ING-INF,MURACA,Pietro Maria,Arcavacata,M,Calabria,Sud
MESSINA,BIO,MURACA,Ugo,Messina,M,Sicilia,Sicilia
PADOVA,MED,MURACA,Maurizio,Padova,M,Veneto,Nord
BOLOGNA,MAT,MURACCHINI,Augusto,Bologna,M,Emilia-Romagna,Nord
